source	stratum	stratum_label	model_id	model_label	group_type	removed_group_id	removed_n	removed_fraction	effective_groups	full_n	reduced_n	full_spearman	reduced_spearman	spearman_shift	full_delta_mae	reduced_delta_mae	delta_mae_shift	full_coverage_90	reduced_coverage_90
ChEMBL37	drug_cold	Ligand cold	hgb_fusion_additive	HGB additive fusion	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	186	0.0252100840336134	288.366181066912	7378	7192	0.308712294957791	0.304917729444676	-0.00379456551311419	-0.119432251744099	-0.113923371360927	0.00550888038317229		
ChEMBL37	drug_cold	Ligand cold	hgb_fusion_interaction	HGB interaction fusion	document_component	CHEMBL37_DOC_COMPONENT_1	1552	0.21035510978585	16.3241640726679	7378	5826	0.30081347432263	0.365803606228248	0.0649901319056187	-0.121585056385955	-0.188381617824892	-0.0667965614389362		
ChEMBL37	drug_cold	Ligand cold	hgb_fusion_interaction	HGB interaction fusion	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_9a0b636052d7bfbc	1059	0.143534833288154	24.9872545680388	7378	6319	0.30081347432263	0.256139789869947	-0.0446736844526825	-0.121585056385955	-0.0556831401619537	0.0659019162240017		
ChEMBL37	drug_cold	Ligand cold	hgb_fusion_interaction	HGB interaction fusion	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	186	0.0252100840336134	288.366181066912	7378	7192	0.30081347432263	0.295733682372299	-0.00507979195033054	-0.121585056385955	-0.116166794754587	0.0054182616313683		
ChEMBL37	drug_cold	Ligand cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	document_component	CHEMBL37_DOC_COMPONENT_1	1552	0.21035510978585	16.3241640726679	7378	5826	0.26335898805488	0.330501858998296	0.0671428709434159	-0.0226812394874172	-0.100251118219168	-0.0775698787317505	0.658308484684196	0.665465156196361
ChEMBL37	drug_cold	Ligand cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_9a0b636052d7bfbc	1059	0.143534833288154	24.9872545680388	7378	6319	0.26335898805488	0.252383426678161	-0.0109755613767192	-0.0226812394874172	0.0510987793591639	0.0737800188465811	0.658308484684196	0.644247507517012
ChEMBL37	drug_cold	Ligand cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	186	0.0252100840336134	288.366181066912	7378	7192	0.26335898805488	0.264262331909326	0.000903343854445571	-0.0226812394874172	-0.0191668410861041	0.00351439840131311	0.658308484684196	0.658370411568409
ChEMBL37	protein_identity_cold	Target cold	hgb_molecule	HGB ligand only	document_component	CHEMBL37_DOC_COMPONENT_1	1014	0.562708102108768	3.12806236080175	1802	788	0.2221730375572	0.418325433978724	0.196152396421523	0.0873918054746731	-0.19340941263984	-0.280801218114513		
ChEMBL37	protein_identity_cold	Target cold	hgb_molecule	HGB ligand only	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_0f00e3194c14c067	60	0.0332963374028857	112.468966472707	1802	1742	0.2221730375572	0.231114590703191	0.00894155314599091	0.0873918054746731	0.0754487068266585	-0.0119430986480146		
ChEMBL37	protein_identity_cold	Target cold	hgb_molecule	HGB ligand only	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	188	0.104328523862375	37.4766752071648	1802	1614	0.2221730375572	0.135408471437601	-0.0867645661195989	0.0873918054746731	0.154549618965301	0.0671578134906279		
ChEMBL37	protein_identity_cold	Target cold	hgb_protein	HGB protein only	document_component	CHEMBL37_DOC_COMPONENT_1	1014	0.562708102108768	3.12806236080175	1802	788	0.105756421347209	0.102311868191115	-0.0034445531560945	0.0927257595593923	0.0364597004650551	-0.0562660590943372		
ChEMBL37	protein_identity_cold	Target cold	hgb_protein	HGB protein only	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_0f00e3194c14c067	60	0.0332963374028857	112.468966472707	1802	1742	0.105756421347209	0.106043638312659	0.000287216965449505	0.0927257595593923	0.086950710918023	-0.00577504864136923		
ChEMBL37	protein_identity_cold	Target cold	hgb_protein	HGB protein only	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	188	0.104328523862375	37.4766752071648	1802	1614	0.105756421347209	0.118976100615865	0.0132196792686558	0.0927257595593923	0.0997337839343055	0.00700802437491327		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_additive	HGB additive fusion	document_component	CHEMBL37_DOC_COMPONENT_1	1014	0.562708102108768	3.12806236080175	1802	788	0.211338529215751	0.305332706707598	0.0939941774918472	0.072165000705768	-0.132762009207948	-0.204927009913716		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_additive	HGB additive fusion	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_0f00e3194c14c067	60	0.0332963374028857	112.468966472707	1802	1742	0.211338529215751	0.215946637977858	0.00460810876210749	0.072165000705768	0.0623286726935886	-0.00983632801217947		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_additive	HGB additive fusion	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	188	0.104328523862375	37.4766752071648	1802	1614	0.211338529215751	0.154345476143876	-0.0569930530718747	0.072165000705768	0.122975152859966	0.0508101521541981		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_interaction	HGB interaction fusion	document_component	CHEMBL37_DOC_COMPONENT_1	1014	0.562708102108768	3.12806236080175	1802	788	0.213500491244773	0.330728185643444	0.117227694398671	0.0828405624395225	-0.118666683248779	-0.201507245688301		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_interaction	HGB interaction fusion	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_0f00e3194c14c067	60	0.0332963374028857	112.468966472707	1802	1742	0.213500491244773	0.219914484689969	0.00641399344519564	0.0828405624395225	0.0718553339269549	-0.0109852285125676		
ChEMBL37	protein_identity_cold	Target cold	hgb_fusion_interaction	HGB interaction fusion	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	188	0.104328523862375	37.4766752071648	1802	1614	0.213500491244773	0.155440919098757	-0.0580595721460158	0.0828405624395225	0.132416278367843	0.0495757159283201		
ChEMBL37	protein_identity_cold	Target cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	document_component	CHEMBL37_DOC_COMPONENT_1	1014	0.562708102108768	3.12806236080175	1802	788	0.223897648913627	0.337339545776559	0.113441896862932	0.180900795638708	-0.122580743521768	-0.303481539160476	0.639289678135405	0.58502538071066
ChEMBL37	protein_identity_cold	Target cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_0f00e3194c14c067	60	0.0332963374028857	112.468966472707	1802	1742	0.223897648913627	0.23916408489362	0.0152664359799928	0.180900795638708	0.141172466214893	-0.0397283294238147	0.639289678135405	0.654420206659013
ChEMBL37	protein_identity_cold	Target cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	ligand_scaffold	3ab1f373b0e5098e54865308927bfd8a91b15d45e80d1261122bf42d8596efae	188	0.104328523862375	37.4766752071648	1802	1614	0.223897648913627	0.19548604649983	-0.0284116024137969	0.180900795638708	0.236887825102998	0.0559870294642895	0.639289678135405	0.646220570012392
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_molecule	HGB ligand only	document_component	CHEMBL37_DOC_COMPONENT_3	2859	0.181408629441624	16.0234681111971	15760	12901	0.132283929472625	0.196309521427258	0.0640255919546331	0.0143826943678221	-0.00202884875255731	-0.0164115431203794		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_molecule	HGB ligand only	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_6bb13a90ec554d61	341	0.0216370558375635	304.725636313221	15760	15419	0.132283929472625	0.136819449609765	0.00453552013713984	0.0143826943678221	0.0150526584855061	0.00066996411768401		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_molecule	HGB ligand only	ligand_scaffold	f4430543575b6ff0b394f7a2d5dc5f3046cb663942cbd0a000119c56d9001100	1697	0.107677664974619	55.7528730807417	15760	14063	0.132283929472625	0.152403735244218	0.0201198057715926	0.0143826943678221	0.0169063406409644	0.00252364627314238		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_protein	HGB protein only	document_component	CHEMBL37_DOC_COMPONENT_3	2859	0.181408629441624	16.0234681111971	15760	12901	0.0339234726423259	0.0354276886992349	0.00150421605690901	0.0534319972018734	0.0509104398950838	-0.00252155730678955		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_protein	HGB protein only	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_6bb13a90ec554d61	341	0.0216370558375635	304.725636313221	15760	15419	0.0339234726423259	0.0175267061981988	-0.0163967664441271	0.0534319972018734	0.0595299978557179	0.0060980006538445		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_protein	HGB protein only	ligand_scaffold	f4430543575b6ff0b394f7a2d5dc5f3046cb663942cbd0a000119c56d9001100	1697	0.107677664974619	55.7528730807417	15760	14063	0.0339234726423259	0.0360399048868425	0.0021164322445166	0.0534319972018734	0.0550702316418846	0.00163823444001126		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_additive	HGB additive fusion	document_component	CHEMBL37_DOC_COMPONENT_3	2859	0.181408629441624	16.0234681111971	15760	12901	0.162632112626947	0.183894512429178	0.021262399802231	0.0108068136362115	0.00316196812213195	-0.00764484551407952		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_additive	HGB additive fusion	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_6bb13a90ec554d61	341	0.0216370558375635	304.725636313221	15760	15419	0.162632112626947	0.155172448372726	-0.00745966425422098	0.0108068136362115	0.0155688939667211	0.00476208033050962		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_additive	HGB additive fusion	ligand_scaffold	f4430543575b6ff0b394f7a2d5dc5f3046cb663942cbd0a000119c56d9001100	1697	0.107677664974619	55.7528730807417	15760	14063	0.162632112626947	0.177444418854325	0.0148123062273773	0.0108068136362115	0.00983005707968942	-0.000976756556522048		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_interaction	HGB interaction fusion	document_component	CHEMBL37_DOC_COMPONENT_3	2859	0.181408629441624	16.0234681111971	15760	12901	0.156433218050191	0.176923271750927	0.0204900537007366	0.00608183747347806	-0.00318282069626379	-0.00926465816974185		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_interaction	HGB interaction fusion	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_6bb13a90ec554d61	341	0.0216370558375635	304.725636313221	15760	15419	0.156433218050191	0.150739926372114	-0.00569329167807686	0.00608183747347806	0.0101197544233474	0.00403791694986933		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	hgb_fusion_interaction	HGB interaction fusion	ligand_scaffold	f4430543575b6ff0b394f7a2d5dc5f3046cb663942cbd0a000119c56d9001100	1697	0.107677664974619	55.7528730807417	15760	14063	0.156433218050191	0.169054413386834	0.0126211953366433	0.00608183747347806	0.00511872711949131	-0.00096311035398675		
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	document_component	CHEMBL37_DOC_COMPONENT_3	2859	0.181408629441624	16.0234681111971	15760	12901	0.176688327118712	0.19247770051694	0.0157893733982275	0.0451900679396585	0.0411794222458416	-0.00401064569381686	0.660723350253807	0.659638787690877
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	protein_identity_cluster	MMSEQS2_ID40_COV80_CC_6bb13a90ec554d61	341	0.0216370558375635	304.725636313221	15760	15419	0.176688327118712	0.173019210327102	-0.00366911679161042	0.0451900679396585	0.048118301633944	0.00292823369428558	0.660723350253807	0.6653479473377
ChEMBL37	strict_scaffold_protein_identity_double_cold	Double cold	phase15_esm2_aft_frozen	Frozen ESM2-AFT	ligand_scaffold	f4430543575b6ff0b394f7a2d5dc5f3046cb663942cbd0a000119c56d9001100	1697	0.107677664974619	55.7528730807417	15760	14063	0.176688327118712	0.191956482875519	0.0152681557568062	0.0451900679396585	0.0448126739579219	-0.000377393981736585	0.660723350253807	0.658394368200242
