source_origin	global_top5_morgan_similarity_v1_8	hgb_fusion_additive_pre2018_v1_8	ligand_mpnn_frozen_esm2_v1_8	smiles_protein_cross_attention_v1_8
database_entry_chembl_import	0.0942765302195135	0.050555730722399	0.1957163645098573	-0.0609444892550875
database_entry_patent	0.1877344730679527	0.2189908978942604	0.0919284620709267	0.0147528510967367
database_entry_residual_patent	0.0505694890465399	0.0397935228066609	0.2156985784511342	-0.4239079216169
strict_dual_timestamp_patent	0.2198388889914634	0.0093928254085719	-0.1246766326941905	0.0965155007687298
