between_to_within_signal_ratio	local_prediction_signal	replicate	global_spearman	pooled_within_target_centered_spearman	macro_target_spearman	attenuation
0.25	0.05	81	0.09013774315121051	0.044148898714513	0.059020979020979025	0.045988844436697505
0.25	0.05	82	0.09479037832665162	0.025448267672408105	0.02293706293706295	0.0693421106542435
0.25	0.05	83	0.07963637474748246	0.0066540185097350765	-0.0021678321678321663	0.07298235623774739
0.25	0.05	84	0.10808192922356195	0.023641009472923247	0.009580419580419592	0.08444091975063871
0.25	0.05	85	0.0657149553576079	0.04188633464328795	0.028531468531468533	0.023828620714319945
0.25	0.05	86	0.07651181702209514	0.011052507675352551	0.0057342657342657356	0.06545930934674259
0.25	0.05	87	0.1094785968601367	0.05433775301232849	0.043076923076923075	0.05514084384780821
0.25	0.05	88	0.05666141434820441	0.010108402853057535	-0.0012587412587412644	0.04655301149514687
0.25	0.05	89	0.10137295928677727	0.04765811642924752	0.04832167832167832	0.05371484285752975
0.25	0.05	90	0.05885424920433972	0.010876556164275113	0.012657342657342655	0.047977693040064606
0.25	0.05	91	0.08543805238753638	0.023229259186985547	0.01622377622377623	0.06220879320055083
0.25	0.05	92	0.058696304650211556	0.004067745880379083	0.006643356643356644	0.05462855876983247
0.25	0.05	93	0.1029223353627329	0.053494648260172396	0.0304895104895105	0.04942768710256051
0.25	0.05	94	0.06094624371266925	0.011676494219787652	-0.0093006993006993	0.0492697494928816
0.25	0.05	95	0.08731002590974021	0.030636576830956136	0.048601398601398615	0.05667344907878408
0.25	0.05	96	0.04541514264940462	0.025399073193800827	0.016083916083916093	0.02001606945560379
0.25	0.05	97	0.04418855846427671	-0.030163180668875463	-0.031538461538461536	0.07435173913315217
0.25	0.05	98	0.08084714642162946	-0.0007824658211568202	-0.0037062937062937117	0.08162961224278628
0.25	0.05	99	0.0630675437969054	-0.007604331669674771	-0.020979020979020976	0.07067187546658017
0.25	0.05	100	0.07288334922454806	0.01868100602847641	0.01062937062937063	0.05420234319607165
0.25	0.05	101	0.06241836279052971	0.00731406063476433	-0.0052447552447552484	0.05510430215576538
0.25	0.05	102	0.08066091018118762	0.017163956363858583	0.024335664335664343	0.06349695381732903
0.25	0.05	103	0.020891583952488853	-0.026177115400774584	-0.0016083916083916153	0.04706869935326344
0.25	0.05	104	0.08218999457638512	0.02387780824847795	0.023776223776223782	0.058312186327907176
0.25	0.05	105	0.08843163779974847	0.026326934949260382	0.026923076923076928	0.06210470285048809
0.25	0.05	106	0.08259084207697366	0.019490666312962715	0.01384615384615385	0.06310017576401095
0.25	0.05	107	0.09763885252698092	0.03906153407050977	0.023636363636363632	0.05857731845647115
0.25	0.05	108	0.07630233076550746	-0.00548857325595365	-0.015734265734265736	0.08179090402146111
0.25	0.05	109	0.017726165087614647	-0.026415691955341634	-0.03727272727272728	0.044141857042956284
