stratum	control	replicate	spearman	mae
drug_cold	ligand_permutation	2	0.43910627751460934	1.4310240932735672
drug_cold	ligand_permutation	3	0.4544915299571836	1.460595806178462
drug_cold	ligand_permutation	4	0.4426831870842709	1.4217328875518755
drug_cold	ligand_permutation	5	0.44673753611401024	1.441261171547834
drug_cold	ligand_permutation	6	0.4350153992050022	1.46201240614986
drug_cold	ligand_permutation	7	0.3563964038503807	1.532132732451717
drug_cold	ligand_permutation	8	0.40538335750724475	1.5173421653209533
drug_cold	ligand_permutation	9	0.4288167293893745	1.4482160163009166
drug_cold	ligand_permutation	10	0.43184644301124214	1.4608100129294448
drug_cold	ligand_permutation	11	0.43973529563894326	1.4503605526595933
drug_cold	ligand_permutation	12	0.4638605637541249	1.4227531442376593
drug_cold	ligand_permutation	13	0.4069992995355403	1.4681816925337043
drug_cold	ligand_permutation	14	0.3883953810125884	1.5003249121215587
drug_cold	ligand_permutation	15	0.4422976373750028	1.4384985333224536
drug_cold	ligand_permutation	16	0.4468222818775674	1.4333347368153042
drug_cold	ligand_permutation	17	0.44271326209310274	1.4559358566708585
drug_cold	ligand_permutation	18	0.4167475202294386	1.4566126610593537
drug_cold	ligand_permutation	19	0.41586182959134255	1.4724722384875826
drug_cold	ligand_permutation	20	0.4109706840136239	1.4668852965429948
drug_cold	ligand_permutation	21	0.43841204878546525	1.43638802990932
drug_cold	ligand_permutation	22	0.432617625589376	1.441485440980869
drug_cold	ligand_permutation	23	0.40562415171794003	1.4264372144798172
drug_cold	ligand_permutation	24	0.4393879645578846	1.4160689248188243
drug_cold	ligand_permutation	25	0.449755021045726	1.4411823250458968
drug_cold	ligand_permutation	26	0.36364236676771766	1.4995896098663895
drug_cold	ligand_permutation	27	0.4609694573801692	1.4082060957972422
drug_cold	ligand_permutation	28	0.40804525051473745	1.4736787772365696
drug_cold	ligand_permutation	29	0.4575855923105237	1.3971960209487697
drug_cold	ligand_permutation	30	0.41914986780843766	1.461990759000901
drug_cold	ligand_permutation	31	0.4052208787741161	1.4672163754917058
drug_cold	ligand_permutation	32	0.41967763174541645	1.4684577533166996
drug_cold	ligand_permutation	33	0.37850502033502265	1.4911612564903132
drug_cold	ligand_permutation	34	0.4045429126656587	1.4989553263914666
drug_cold	ligand_permutation	35	0.40721386535156445	1.4600286975387975
drug_cold	ligand_permutation	36	0.44210068165005323	1.4324113655551542
drug_cold	ligand_permutation	37	0.4125280091801417	1.4249525490609702
drug_cold	ligand_permutation	38	0.3899950798398997	1.4884059071347144
drug_cold	ligand_permutation	39	0.395758332410491	1.4928697991812014
drug_cold	ligand_permutation	40	0.4330523129110702	1.4468670089293425
drug_cold	ligand_permutation	41	0.415422758868085	1.4627740071122886
drug_cold	ligand_permutation	42	0.41976865799579044	1.4525054192195463
drug_cold	ligand_permutation	43	0.42830581958494063	1.4368651222954671
drug_cold	ligand_permutation	44	0.40432496019903885	1.4775758178908045
drug_cold	ligand_permutation	45	0.4215710179289625	1.4687218462701956
drug_cold	ligand_permutation	46	0.42908289927319054	1.436354161126743
drug_cold	ligand_permutation	47	0.4031276100836838	1.4530881995848002
drug_cold	ligand_permutation	48	0.4491216195198287	1.4109090792065258
drug_cold	ligand_permutation	49	0.4005637581354161	1.4673649684045538
drug_cold	ligand_permutation	50	0.4631517266983429	1.385107744194804
drug_cold	ligand_permutation	51	0.44217781030275105	1.4484425480317789
drug_cold	ligand_permutation	52	0.44081829301435504	1.456926529701423
drug_cold	ligand_permutation	53	0.4168924667574787	1.4696684542410154
drug_cold	ligand_permutation	54	0.4760702852863954	1.4061977564065442
drug_cold	ligand_permutation	55	0.40788136000073183	1.4699345633945795
drug_cold	ligand_permutation	56	0.4313464391360182	1.462714204299049
drug_cold	ligand_permutation	57	0.3970314419535369	1.4535086740226113
drug_cold	ligand_permutation	58	0.43111850225472653	1.4413484525620743
drug_cold	ligand_permutation	59	0.3834488600966759	1.5001780443036723
drug_cold	ligand_permutation	60	0.446475073420476	1.4423718462755177
drug_cold	ligand_permutation	61	0.44090054988785454	1.4514316201057387
drug_cold	ligand_permutation	62	0.40135038405570705	1.5002072593625297
drug_cold	ligand_permutation	63	0.43911991476391743	1.4232235908355326
drug_cold	ligand_permutation	64	0.4470623275402987	1.4468493952989336
drug_cold	ligand_permutation	65	0.39934273727772723	1.4666449595110667
drug_cold	ligand_permutation	66	0.3939747750188449	1.4880716788086545
drug_cold	ligand_permutation	67	0.4173237448193514	1.467970430855827
drug_cold	ligand_permutation	68	0.45353576010931634	1.4260639862816185
drug_cold	ligand_permutation	69	0.4194985917550293	1.4637642007176601
drug_cold	ligand_permutation	70	0.3979164271134904	1.4763429983908387
drug_cold	ligand_permutation	71	0.44134040490857024	1.4237674906027031
drug_cold	ligand_permutation	72	0.4243332918170606	1.4437638342530599
drug_cold	ligand_permutation	73	0.44155026740845965	1.4208960845405998
drug_cold	ligand_permutation	74	0.433246887236019	1.4474968882016788
drug_cold	ligand_permutation	75	0.4122401658108182	1.4514957642735207
drug_cold	ligand_permutation	76	0.413942193623889	1.4531383056331144
drug_cold	ligand_permutation	77	0.3942548736724298	1.4790189817078137
drug_cold	ligand_permutation	78	0.39278589910595363	1.4823262574255462
drug_cold	ligand_permutation	79	0.4321037935172333	1.4673759843532845
drug_cold	ligand_permutation	80	0.43453438968408464	1.4307743045563563
drug_cold	ligand_permutation	81	0.4154875358022982	1.4400058152929573
drug_cold	ligand_permutation	82	0.44504638204093167	1.4453073123228184
drug_cold	ligand_permutation	83	0.39512692716738523	1.433332862004803
drug_cold	ligand_permutation	84	0.45667293663787345	1.4147393782289146
drug_cold	ligand_permutation	85	0.4240246973914484	1.4662736175383446
drug_cold	ligand_permutation	86	0.42637486134371755	1.441153001533581
drug_cold	ligand_permutation	87	0.4181302399003516	1.4663399353148427
drug_cold	ligand_permutation	88	0.46320834564209534	1.4241175320236712
drug_cold	ligand_permutation	89	0.46645559426775374	1.4243746025012782
drug_cold	ligand_permutation	90	0.3979066862211275	1.4730270890832275
drug_cold	ligand_permutation	91	0.49178630089670433	1.404415055812446
drug_cold	ligand_permutation	92	0.3989811066487548	1.4765003392544107
drug_cold	ligand_permutation	93	0.4206260807022599	1.4144766233525514
drug_cold	ligand_permutation	94	0.4197727783235014	1.4537909777007318
drug_cold	ligand_permutation	95	0.42981249211117134	1.4732847166639027
drug_cold	ligand_permutation	96	0.3829256808116133	1.4900442081030536
drug_cold	ligand_permutation	97	0.45971581405371315	1.4300895321181286
drug_cold	ligand_permutation	98	0.39987975265217857	1.4325104523958048
drug_cold	ligand_permutation	99	0.4325406725397091	1.4706786287822013
drug_cold	joint_permutation	0	-0.027167348800113702	1.907444640124698
drug_cold	joint_permutation	1	0.037845076093419576	1.800592905176122
drug_cold	joint_permutation	2	-0.10000511496596892	1.9012355478814635
drug_cold	joint_permutation	3	0.012653419179400395	1.802303572761236
drug_cold	joint_permutation	4	0.007217514196286929	1.7847464709784633
drug_cold	joint_permutation	5	-0.027757403354996057	1.8785225317384828
drug_cold	joint_permutation	6	0.03597092817463241	1.8257561243879823
drug_cold	joint_permutation	7	0.010181911264624902	1.866839146663441
drug_cold	joint_permutation	8	-0.04685661453323303	1.8799312846526188
drug_cold	joint_permutation	9	-0.015777566882489838	1.8611787588570892
drug_cold	joint_permutation	10	-0.06302552176640218	1.9470283537246624
drug_cold	joint_permutation	11	-0.05350331243705433	1.92870127645978
drug_cold	joint_permutation	12	-0.04266925362345775	1.897578916081639
drug_cold	joint_permutation	13	0.08254870528473415	1.8032920486644655
drug_cold	joint_permutation	14	-0.029915014655349768	1.913951596966595
drug_cold	joint_permutation	15	-0.07476475819754488	1.940884192021596
drug_cold	joint_permutation	16	0.02742523892542134	1.7895839667546933
drug_cold	joint_permutation	17	0.008624099053488944	1.8432189225074136
drug_cold	joint_permutation	18	0.10670538777778613	1.7686869838038992
drug_cold	joint_permutation	19	-0.03582213602567465	1.866406317921758
drug_cold	joint_permutation	20	0.020850504402354017	1.8439886357432467
drug_cold	joint_permutation	21	-0.007889635769326673	1.8527568241708168
drug_cold	joint_permutation	22	0.07306278077943809	1.8115731405715108
drug_cold	joint_permutation	23	-0.0462161508603727	1.9167496004076328
drug_cold	joint_permutation	24	-0.13795977149106142	1.9884609231450403
drug_cold	joint_permutation	25	-0.034236557910175554	1.8726458855358723
drug_cold	joint_permutation	26	-0.031075881860725255	1.8620924784963815
drug_cold	joint_permutation	27	-0.04147671968120621	1.8923280922701757
drug_cold	joint_permutation	28	-0.005642898945824979	1.8511128419407032
drug_cold	joint_permutation	29	-0.0654668329148527	1.885243880805646
drug_cold	joint_permutation	30	0.0012068967106950614	1.8584370687236536
drug_cold	joint_permutation	31	-0.003631648195196267	1.8547858597952829
drug_cold	joint_permutation	32	0.01989455503966734	1.884812449708754
drug_cold	joint_permutation	33	0.003485778332061917	1.9042420873909554
drug_cold	joint_permutation	34	0.09153224326641392	1.7761053268403755
drug_cold	joint_permutation	35	0.00958211581737965	1.8408106773431732
drug_cold	joint_permutation	36	-0.011964983068317284	1.8582056193594954
drug_cold	joint_permutation	37	-0.010409604623607568	1.8558581739306408
drug_cold	joint_permutation	38	-0.020216009409997463	1.896976622608412
drug_cold	joint_permutation	39	0.023864942766783276	1.8662214748924317
drug_cold	joint_permutation	40	-0.054186636036311395	1.9166976991837203
drug_cold	joint_permutation	41	-0.035669199654448314	1.9138079900338916
drug_cold	joint_permutation	42	-0.043942870105182115	1.9188884223581508
drug_cold	joint_permutation	43	0.000978229115543714	1.8266119191619008
drug_cold	joint_permutation	44	-0.06216394740498958	1.9472875195136619
drug_cold	joint_permutation	45	-0.03938084972255565	1.8757571693471
drug_cold	joint_permutation	46	-0.05673874983538984	1.895897618629602
drug_cold	joint_permutation	47	0.010540132581270359	1.8638311029974746
drug_cold	joint_permutation	48	0.02477925029291968	1.8669610364730593
drug_cold	joint_permutation	49	0.10370178361768752	1.7632029709623744
drug_cold	joint_permutation	50	-0.09265634224509198	1.9778593860278157
drug_cold	joint_permutation	51	0.026639635956353873	1.8742057250113513
drug_cold	joint_permutation	52	-0.025546220788618925	1.8545930567703335
drug_cold	joint_permutation	53	-0.01058347955228524	1.8529189384332463
drug_cold	joint_permutation	54	-0.006740698335762572	1.872403061051107
drug_cold	joint_permutation	55	0.11513661716248974	1.7566907048958573
drug_cold	joint_permutation	56	-0.010847702578271088	1.874184428772266
drug_cold	joint_permutation	57	0.04686635542559593	1.8860978431045063
drug_cold	joint_permutation	58	-0.019612799728070607	1.8522892997550562
drug_cold	joint_permutation	59	-0.0223264932973344	1.8666866057354345
drug_cold	joint_permutation	60	-0.03042568099964507	1.8914123103913807
drug_cold	joint_permutation	61	0.07966491410069913	1.8027942355681716
drug_cold	joint_permutation	62	-0.043065829752062856	1.9244590368129477
drug_cold	joint_permutation	63	0.04312221042334664	1.8101652075942696
drug_cold	joint_permutation	64	-0.020689655378788634	1.8451243982495555
drug_cold	joint_permutation	65	0.07492158656458749	1.7897390309343182
drug_cold	joint_permutation	66	0.02427868716989724	1.84456646883179
drug_cold	joint_permutation	67	0.05428087916992241	1.8316421777205214
drug_cold	joint_permutation	68	0.007383109366456142	1.837292199915544
drug_cold	joint_permutation	69	0.029041252968425593	1.8536405569360197
drug_cold	joint_permutation	70	-0.11930912840613576	1.9258092023024653
drug_cold	joint_permutation	71	0.03664840285922832	1.8531800131924951
drug_cold	joint_permutation	72	0.01783545432666484	1.7818622247794547
drug_cold	joint_permutation	73	0.031181814065171735	1.8587736554149967
drug_cold	joint_permutation	74	0.0954448176847877	1.8135470807138006
drug_cold	joint_permutation	75	-0.02444988335317511	1.9076683691040068
drug_cold	joint_permutation	76	-0.07990819288746243	1.9088089588112471
drug_cold	joint_permutation	77	0.05295684837549593	1.7728286851522292
drug_cold	joint_permutation	78	-0.02010106195776071	1.8555184354981769
drug_cold	joint_permutation	79	-0.07134789667895045	1.9074429410758875
drug_cold	joint_permutation	80	-0.006580946880371753	1.8183542959460912
drug_cold	joint_permutation	81	-0.07001315090292479	1.9058102667671084
drug_cold	joint_permutation	82	0.020506042054234935	1.8047595106016328
drug_cold	joint_permutation	83	0.0663252571290326	1.772986430730621
drug_cold	joint_permutation	84	-0.15457335046059675	1.9686828894820105
drug_cold	joint_permutation	85	0.032486363074872425	1.8395209796135887
drug_cold	joint_permutation	86	0.07581690556414279	1.7842202098037792
drug_cold	joint_permutation	87	0.040288330812933044	1.800045147679204
drug_cold	joint_permutation	88	0.05597092399488466	1.7965304289604591
drug_cold	joint_permutation	89	0.022643191342167194	1.8631913582001842
drug_cold	joint_permutation	90	-0.06176967721851596	1.9000602182419315
drug_cold	joint_permutation	91	0.03636226414606828	1.7874625109384874
drug_cold	joint_permutation	92	0.0804612320513658	1.757640864233519
drug_cold	joint_permutation	93	-0.0790195992219772	1.976427932622861
drug_cold	joint_permutation	94	0.00487166379299278	1.8850740858560235
drug_cold	joint_permutation	95	-0.08374050346533433	1.8916655533029976
drug_cold	joint_permutation	96	-0.04521210838006731	1.8830928717005027
drug_cold	joint_permutation	97	-0.009017874627258967	1.8803911222166312
drug_cold	joint_permutation	98	-0.0852364610099659	1.9248650829829017
drug_cold	joint_permutation	99	0.04803112262988908	1.796043967130977
seen_molecule_and_protein_cluster_new_pair	protein_permutation	0	0.11415658241179148	2.2664391156856407
seen_molecule_and_protein_cluster_new_pair	protein_permutation	1	0.12150329316106519	2.1182152092356885
seen_molecule_and_protein_cluster_new_pair	protein_permutation	2	0.41198093355542575	1.7937764805206464
seen_molecule_and_protein_cluster_new_pair	protein_permutation	3	0.33512303648610076	2.2012066132223382
seen_molecule_and_protein_cluster_new_pair	protein_permutation	4	0.3769427745973511	2.0209178825051213
seen_molecule_and_protein_cluster_new_pair	protein_permutation	5	0.14241316221669037	2.078830591883317
seen_molecule_and_protein_cluster_new_pair	protein_permutation	6	-0.042384869707348324	2.2911555796416065
seen_molecule_and_protein_cluster_new_pair	protein_permutation	7	0.38994080130760456	2.089126677512799
seen_molecule_and_protein_cluster_new_pair	protein_permutation	8	0.47584080391449723	1.9038697402140052
seen_molecule_and_protein_cluster_new_pair	protein_permutation	9	0.01921447426733124	2.144462848477888
seen_molecule_and_protein_cluster_new_pair	protein_permutation	10	0.4684940931652235	1.981282678783838
seen_molecule_and_protein_cluster_new_pair	protein_permutation	11	0.38994080130760456	1.9650115267697017
seen_molecule_and_protein_cluster_new_pair	protein_permutation	12	0.3950269856724864	2.1980548455691418
seen_molecule_and_protein_cluster_new_pair	protein_permutation	13	0.18598080981721582	2.0380511374564962
seen_molecule_and_protein_cluster_new_pair	protein_permutation	14	-0.1090703980469097	2.346414491065857
seen_molecule_and_protein_cluster_new_pair	protein_permutation	15	0.02317039544001708	2.4897224586853195
seen_molecule_and_protein_cluster_new_pair	protein_permutation	16	0.08307434462640272	2.1459676303546846
seen_molecule_and_protein_cluster_new_pair	protein_permutation	17	0.36394474788709763	2.2129978817352463
seen_molecule_and_protein_cluster_new_pair	protein_permutation	18	0.2633513237816576	2.0722566005412926
seen_molecule_and_protein_cluster_new_pair	protein_permutation	19	0.1571509578394711	2.080931774820939
seen_molecule_and_protein_cluster_new_pair	protein_permutation	20	0.24639737589871824	1.882727409177351
seen_molecule_and_protein_cluster_new_pair	protein_permutation	21	0.29104277199045847	1.8708319429575673
seen_molecule_and_protein_cluster_new_pair	protein_permutation	22	0.20005658501868412	2.1127389028048595
seen_molecule_and_protein_cluster_new_pair	protein_permutation	23	0.29556382475924237	2.1045252310338967
seen_molecule_and_protein_cluster_new_pair	protein_permutation	24	0.16223857877672018	1.986076610186727
seen_molecule_and_protein_cluster_new_pair	protein_permutation	25	0.07911842345371686	2.0400507353004174
seen_molecule_and_protein_cluster_new_pair	protein_permutation	26	0.1491947413698661	2.2827504360772086
seen_molecule_and_protein_cluster_new_pair	protein_permutation	27	0.09211645016397037	2.3590104650122
seen_molecule_and_protein_cluster_new_pair	protein_permutation	28	0.17801645277086298	2.202128920574413
seen_molecule_and_protein_cluster_new_pair	protein_permutation	29	0.19327500586550836	2.0941892349816276
seen_molecule_and_protein_cluster_new_pair	protein_permutation	30	0.2509184286675021	2.284696516891917
seen_molecule_and_protein_cluster_new_pair	protein_permutation	31	-0.01186776351805753	2.3087814317062594
seen_molecule_and_protein_cluster_new_pair	protein_permutation	32	0.1701046104254913	2.0058368344933415
seen_molecule_and_protein_cluster_new_pair	protein_permutation	33	0.21820240908645988	2.1436991140507455
seen_molecule_and_protein_cluster_new_pair	protein_permutation	34	0.3012151407202221	2.146778118412936
seen_molecule_and_protein_cluster_new_pair	protein_permutation	35	0.49901119935451427	1.783497171854764
seen_molecule_and_protein_cluster_new_pair	protein_permutation	36	0.17801645277086298	1.9767044527718767
seen_molecule_and_protein_cluster_new_pair	protein_permutation	37	0.5261375159672173	1.716825344007158
seen_molecule_and_protein_cluster_new_pair	protein_permutation	38	0.0	1.9872956522040843
seen_molecule_and_protein_cluster_new_pair	protein_permutation	39	0.42780461824616905	1.8329849448276976
seen_molecule_and_protein_cluster_new_pair	protein_permutation	40	0.4622776456081457	1.8775243009413451
seen_molecule_and_protein_cluster_new_pair	protein_permutation	41	0.11585197720008542	2.410988721866832
seen_molecule_and_protein_cluster_new_pair	protein_permutation	42	0.16614868925280543	2.0195215861460123
seen_molecule_and_protein_cluster_new_pair	protein_permutation	43	0.18366776873184273	2.1479153879218575
seen_molecule_and_protein_cluster_new_pair	protein_permutation	44	0.28821711400996863	2.278416922393015
seen_molecule_and_protein_cluster_new_pair	protein_permutation	45	0.2661769817621475	2.2965956258431706
seen_molecule_and_protein_cluster_new_pair	protein_permutation	46	0.4402375133603246	1.9033659400819474
seen_molecule_and_protein_cluster_new_pair	protein_permutation	47	0.23452961238066072	1.8714985985201964
seen_molecule_and_protein_cluster_new_pair	protein_permutation	48	0.5385704110813727	1.6097184783758918
seen_molecule_and_protein_cluster_new_pair	protein_permutation	49	0.2961289563553403	1.9581448410954083
seen_molecule_and_protein_cluster_new_pair	protein_permutation	50	0.09211645016397037	2.093974168536671
seen_molecule_and_protein_cluster_new_pair	protein_permutation	51	0.29951974593192815	1.9408852198342474
seen_molecule_and_protein_cluster_new_pair	protein_permutation	52	0.32052011904669114	2.117718259288351
seen_molecule_and_protein_cluster_new_pair	protein_permutation	53	0.26003395901495224	2.1959487337512145
seen_molecule_and_protein_cluster_new_pair	protein_permutation	54	0.3339927732939048	1.8977696567096836
seen_molecule_and_protein_cluster_new_pair	protein_permutation	55	0.4334559342071488	2.013925161065546
seen_molecule_and_protein_cluster_new_pair	protein_permutation	56	0.4351513289954428	1.8600675807212865
seen_molecule_and_protein_cluster_new_pair	protein_permutation	57	0.24639737589871824	1.9709610318150128
seen_molecule_and_protein_cluster_new_pair	protein_permutation	58	0.3176039570070634	1.9648612797160352
seen_molecule_and_protein_cluster_new_pair	protein_permutation	59	0.25600461303238387	1.9220629587698341
seen_molecule_and_protein_cluster_new_pair	protein_permutation	60	0.2509184286675021	2.0689056165748116
seen_molecule_and_protein_cluster_new_pair	protein_permutation	61	0.3102572462577897	1.9692650737641983
seen_molecule_and_protein_cluster_new_pair	protein_permutation	62	0.5487427798111363	1.843766785913261
seen_molecule_and_protein_cluster_new_pair	protein_permutation	63	0.2322690859962688	2.048082772567525
seen_molecule_and_protein_cluster_new_pair	protein_permutation	64	0.2723934293192252	1.951173712438647
seen_molecule_and_protein_cluster_new_pair	protein_permutation	65	0.18084211075135284	2.106071973615217
seen_molecule_and_protein_cluster_new_pair	protein_permutation	66	0.3679006690597835	1.81690168203921
seen_molecule_and_protein_cluster_new_pair	protein_permutation	67	0.16049737329182567	1.9412952995493276
seen_molecule_and_protein_cluster_new_pair	protein_permutation	68	0.1740605315981771	1.8462113496486532
seen_molecule_and_protein_cluster_new_pair	protein_permutation	69	0.25939540260897176	2.0192017144906584
seen_molecule_and_protein_cluster_new_pair	protein_permutation	70	0.21644540130552545	1.925565102769903
seen_molecule_and_protein_cluster_new_pair	protein_permutation	71	0.16840921563719735	2.0684129570927228
seen_molecule_and_protein_cluster_new_pair	protein_permutation	72	0.38598488013491883	2.134275235464659
seen_molecule_and_protein_cluster_new_pair	protein_permutation	73	0.12206842475716317	1.9598790632787697
seen_molecule_and_protein_cluster_new_pair	protein_permutation	74	0.4713197511457134	1.993567803575567
seen_molecule_and_protein_cluster_new_pair	protein_permutation	75	0.24470198111042432	2.069268831739028
seen_molecule_and_protein_cluster_new_pair	protein_permutation	76	0.05651315960979777	2.2530452150744567
seen_molecule_and_protein_cluster_new_pair	protein_permutation	77	0.23459585432870686	2.2655894305147184
seen_molecule_and_protein_cluster_new_pair	protein_permutation	78	0.3187342201992594	1.8036074017490948
seen_molecule_and_protein_cluster_new_pair	protein_permutation	79	0.3481210631963542	1.9960620215902372
seen_molecule_and_protein_cluster_new_pair	protein_permutation	80	0.11585197720008542	2.2283200576281628
seen_molecule_and_protein_cluster_new_pair	protein_permutation	81	0.0276914482088009	2.2331368390189597
seen_molecule_and_protein_cluster_new_pair	protein_permutation	82	0.3012151407202221	1.867946909458945
seen_molecule_and_protein_cluster_new_pair	protein_permutation	83	0.0859242647179842	2.125151355384571
seen_molecule_and_protein_cluster_new_pair	protein_permutation	84	0.3113875094499857	2.1245133560547043
seen_molecule_and_protein_cluster_new_pair	protein_permutation	85	0.022605263843919105	2.5011594866718854
seen_molecule_and_protein_cluster_new_pair	protein_permutation	86	0.5905625179223867	1.6201044242044838
seen_molecule_and_protein_cluster_new_pair	protein_permutation	87	0.5154000156413556	2.144224243616849
seen_molecule_and_protein_cluster_new_pair	protein_permutation	88	0.3102572462577897	1.8417904731456625
seen_molecule_and_protein_cluster_new_pair	protein_permutation	89	0.41367632834371965	1.7568589332529099
seen_molecule_and_protein_cluster_new_pair	protein_permutation	90	0.030517106189290794	2.2525734151686403
seen_molecule_and_protein_cluster_new_pair	protein_permutation	91	0.23339934918846475	1.9964057137746176
seen_molecule_and_protein_cluster_new_pair	protein_permutation	92	0.2865217192216747	1.9707085424409456
seen_molecule_and_protein_cluster_new_pair	protein_permutation	93	0.3940079770291776	1.9229252584510326
seen_molecule_and_protein_cluster_new_pair	protein_permutation	94	0.22831316482358296	2.1403527939415885
seen_molecule_and_protein_cluster_new_pair	protein_permutation	95	0.37637764300125315	2.1426247577730404
seen_molecule_and_protein_cluster_new_pair	protein_permutation	96	-0.001695394788293933	2.2559833427101994
seen_molecule_and_protein_cluster_new_pair	protein_permutation	97	0.050296712052720016	2.2966873329528976
seen_molecule_and_protein_cluster_new_pair	protein_permutation	98	0.43119540782275695	1.6787778528228434
seen_molecule_and_protein_cluster_new_pair	protein_permutation	99	0.5713480436550554	1.6914258337213857
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	0	0.4669305437964142	1.6918978903675237
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	1	0.41989277590079743	1.5475052349872742
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	2	0.40882105111452177	1.4258246297022854
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	3	0.5803901491926231	1.568918746640004
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	4	0.6478237326763809	1.2484311728532633
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	5	0.3143019156789422	1.6152945447716123
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	6	0.45392884584566656	1.7792498968948574
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	7	0.586938106579355	1.5669103742915163
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	8	0.7043528542013706	1.472297001726712
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	9	0.48275869782341124	1.42412359040537
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	10	0.4369701093881697	1.4249597929041204
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	11	0.49053422541304453	1.412045666188035
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	12	0.5702177804628594	1.5964729030331346
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	13	0.47045520681505143	1.423464558743361
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	14	0.3989829068451723	1.6109766864238304
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	15	0.4347089445271702	1.4527913686266234
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	16	0.45719146124326393	1.8281386960494017
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	17	0.7122669312148691	1.5470375337345743
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	18	0.4515401452822841	1.5132020025554085
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	19	0.4667986983769295	1.635928593142898
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	20	0.4588868560315579	1.5955658564842592
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	21	0.6391638351868127	1.6056440694120822
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	22	0.5042397640029074	1.1451487026706697
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	23	0.5397006742735686	1.553360526409204
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	24	0.5907293199361414	1.5284716454715324
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	25	0.5769993596160351	1.642096756725669
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	26	0.5829799497912476	1.5174721359412564
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	27	0.5600454117330959	1.6610655428776318
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	28	0.5385704110813727	1.4932639949184163
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	29	0.3635849735361515	1.5797416178932286
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	30	0.3616842215027057	1.5530535621282515
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	31	0.4998586572409921	1.7236583119933697
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	32	0.3329565257821889	1.640341080770151
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	33	0.3825940905583309	1.7753522864451432
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	34	0.46623356678083155	1.562790234008061
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	35	0.6794800407303752	1.4669459240938094
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	36	0.3057361934890059	1.5723422249849377
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	37	0.557219753752606	1.495244039012003
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	38	0.27691448208800906	1.7145999028658947
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	39	0.6483890238916308	1.4753236498819697
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	40	0.6489543151068807	1.287676810261476
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	41	0.6568683921203793	1.1932471234997484
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	42	0.41537172313201365	1.751872495507706
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	43	0.4402375133603246	1.807175127209131
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	44	0.4143584607781739	1.5126184418298914
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	45	0.5103138312764738	1.5412184677616123
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	46	0.5364613632721514	1.3403449935987342
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	47	0.35443759196168484	1.4689703295105512
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	48	0.47527567231839923	1.5298532358932142
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	49	0.44274810929829955	1.4062233836061448
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	50	0.5997739793801398	1.706312359360541
seen_molecule_and_protein_cluster_new_pair	ligand_permutation	51	0.6546072272593796	1.3431726204012504
