stratum	control	replicate	spearman	mae
drug_cold	protein_permutation	17	0.14904393291079945	1.7544015089761147
drug_cold	protein_permutation	18	0.21055355393685066	1.7089613334370284
drug_cold	protein_permutation	19	0.23671442821849684	1.6600358642606892
drug_cold	protein_permutation	20	0.1392952647923722	1.7514461090308469
drug_cold	protein_permutation	21	0.2213825322470342	1.674715254151784
drug_cold	protein_permutation	22	0.32675705648246167	1.6310766329275388
drug_cold	protein_permutation	23	0.13920611866889385	1.7079795546923469
drug_cold	protein_permutation	24	0.28747565063684316	1.5975315562553574
drug_cold	protein_permutation	25	0.3017762914542514	1.5726484337360334
drug_cold	protein_permutation	26	0.22373644669824636	1.6882408940649725
drug_cold	protein_permutation	27	0.22170468534916657	1.736572621702011
drug_cold	protein_permutation	28	0.23697862110528725	1.6812192222508566
drug_cold	protein_permutation	29	0.19092104975509475	1.6556984481020598
drug_cold	protein_permutation	30	0.2003390826095006	1.6378092272783118
drug_cold	protein_permutation	31	0.2349878115731928	1.6531623685795813
drug_cold	protein_permutation	32	0.2885912614689482	1.6764261225432937
drug_cold	protein_permutation	33	0.1999284064360895	1.7159581792374972
drug_cold	protein_permutation	34	0.18613193885878673	1.667925282639054
drug_cold	protein_permutation	35	0.27319048824224085	1.6447030223647217
drug_cold	protein_permutation	36	0.18813610504600445	1.6698936587360151
drug_cold	protein_permutation	37	0.17985855912728105	1.6671234236020163
drug_cold	protein_permutation	38	0.22580606108735593	1.7083363679250252
drug_cold	protein_permutation	39	0.2862641271492081	1.6244537485891353
drug_cold	protein_permutation	40	0.1990680905888172	1.7282807854466855
drug_cold	protein_permutation	41	0.20511716124727108	1.6809417063388667
drug_cold	protein_permutation	42	0.14531685935335031	1.720740683149185
drug_cold	protein_permutation	43	0.20399946821968712	1.6824049970849444
drug_cold	protein_permutation	44	0.14662526933709266	1.7370756540019368
drug_cold	protein_permutation	45	0.2392373196476334	1.6771913671264966
drug_cold	protein_permutation	46	0.2386696690760777	1.6241582931281777
drug_cold	protein_permutation	47	0.1916784509921315	1.6992143578764536
drug_cold	protein_permutation	48	0.19404661210506455	1.7183702763339956
drug_cold	protein_permutation	49	0.2062349287819947	1.7120235911053434
drug_cold	protein_permutation	50	0.25273777260019464	1.690896782950977
drug_cold	protein_permutation	51	0.2704678749045868	1.6427703178740052
drug_cold	protein_permutation	52	0.32652173189414907	1.5985401822722476
drug_cold	protein_permutation	53	0.1548598921637373	1.7549545800021908
drug_cold	protein_permutation	54	0.1848595119785303	1.7473093410858387
drug_cold	protein_permutation	55	0.21052406210382835	1.6630089570866544
drug_cold	protein_permutation	56	0.18453905904729734	1.702352497084232
drug_cold	protein_permutation	57	0.21679076983731016	1.667514251568227
drug_cold	protein_permutation	58	0.23288966636656452	1.6861603618383043
drug_cold	protein_permutation	59	0.23596922113418226	1.672646848482586
drug_cold	protein_permutation	60	0.249559227114275	1.6383664316188964
drug_cold	protein_permutation	61	0.12951126778962896	1.7278295329180169
drug_cold	protein_permutation	62	0.22957021336747563	1.700276171491637
drug_cold	protein_permutation	63	0.2202253139525536	1.687847762899114
drug_cold	protein_permutation	64	0.23671245122147114	1.6572905121402666
drug_cold	protein_permutation	65	0.20015612416287237	1.6877720656029371
drug_cold	protein_permutation	66	0.2472589755873573	1.6670636539136376
drug_cold	protein_permutation	67	0.17202763127103535	1.7372153860647732
drug_cold	protein_permutation	68	0.19983715855710052	1.709481742069407
drug_cold	protein_permutation	69	0.2756960566310607	1.6809691159660092
drug_cold	protein_permutation	70	0.19481151567786084	1.708181300334519
drug_cold	protein_permutation	71	0.20878726099552422	1.6825007787398352
drug_cold	protein_permutation	72	0.17858757240284137	1.7214465695800387
drug_cold	protein_permutation	73	0.14354984357214487	1.7080431703966452
drug_cold	protein_permutation	74	0.2768764095505362	1.6079864003455384
drug_cold	protein_permutation	75	0.2191518139919534	1.6814277820896166
drug_cold	protein_permutation	76	0.20187544102848212	1.6741824226817872
drug_cold	protein_permutation	77	0.2325219193269538	1.6629766227898297
drug_cold	protein_permutation	78	0.2203941286171717	1.6905867037519793
drug_cold	protein_permutation	79	0.16400622703605425	1.7032906776853634
drug_cold	protein_permutation	80	0.26814387565344205	1.6224738516848443
drug_cold	protein_permutation	81	0.1856534400071423	1.6843503334632335
drug_cold	protein_permutation	82	0.1604795165599416	1.7033993015586248
drug_cold	protein_permutation	83	0.26346249900875446	1.6629750966459569
drug_cold	protein_permutation	84	0.12085162813771476	1.756168867518632
drug_cold	protein_permutation	85	0.20496800381480523	1.6680869107206777
drug_cold	protein_permutation	86	0.28172904548616445	1.5834004497149015
drug_cold	protein_permutation	87	0.20552291950594376	1.6544600095197632
drug_cold	protein_permutation	88	0.2540305402311528	1.6319277872904459
drug_cold	protein_permutation	89	0.2850790081909122	1.6457995355582284
drug_cold	protein_permutation	90	0.19102817634064018	1.7099155185121186
drug_cold	protein_permutation	91	0.1670894230576803	1.7491659895325
drug_cold	protein_permutation	92	0.22398042887277475	1.6246769538002641
drug_cold	protein_permutation	93	0.22807766495346232	1.6873467620631146
drug_cold	protein_permutation	94	0.27445134698072554	1.628689281638215
drug_cold	protein_permutation	95	0.1929106275046542	1.716853644401151
drug_cold	protein_permutation	96	0.16346558747732312	1.741305981531357
drug_cold	protein_permutation	97	0.15809591990855276	1.740108631122299
drug_cold	protein_permutation	98	0.26049000119238314	1.6396439785923398
drug_cold	protein_permutation	99	0.22254191514968508	1.6896662640089124
drug_cold	ligand_permutation	0	0.4693171681335095	1.4192411014507238
drug_cold	ligand_permutation	1	0.4309928447432451	1.4619493180684409
