stratum	n	unique_proteins	protein_identity_clusters	unique_pubmed_ids	mae	median_absolute_error	rmse	r2	spearman	baseline_mae	mae_relative_improvement	interval_90_coverage	mean_interval_width_pkd	mean_interval_half_width_pkd	mean_interval_score	protein_bootstrap_spearman_ci95_low	protein_bootstrap_spearman_ci95_high	protein_permutation_spearman_p	joint_permutation_spearman_p
all_exact_kd	1382	926	326	506	1.3120105999355076	1.1012133290780175	1.648979560195572	0.17310108274656955	0.4268265289072092	1.6729556708902105	0.2157529199579074	0.6425470332850941	2.9117422536903037	1.4558711268451519	9.726756664630662	0.2823086160613637	0.5334015946828033	0.009900990099009901	0.009900990099009901
drug_cold	291	177	26	90	1.2153417847697674	0.9174406469449057	1.61846953551622	0.38339168226394704	0.6175512210274686	1.6827405953682475	0.2777604652107389	0.6735395189003437	2.911742312714777	1.4558711563573885	9.4557401618759	0.38088064596261845	0.7780366582531122	0.009900990099009901	0.009900990099009901
seen_molecule_and_protein_cluster_new_pair	22	15	8	11	1.1856467340245804	0.8126003490831408	1.4861422075249013	0.6324978168162373	0.5459171218306464	2.6773341010971183	0.5571539862960226	0.6363636363636364	2.9117424181818183	1.4558712090909092	8.860871734366592	-0.1037055202569468	0.9140724419694564	0.039603960396039604	0.009900990099009901
protein_identity_cold	365	266	129	165	1.3789828793322567	1.156953846047625	1.7279635429151412	-0.1512246413198448	0.12822469048117754	1.765549484919229	0.21894974277917625	0.6136986301369863	2.9117422413698626	1.4558711206849313	10.900495343709231	-0.03951477147736242	0.3008736212038896	0.5742574257425742	0.009900990099009901
protein_identity_cold_including_double	1069	737	298	413	1.340926063231364	1.1458396851582253	1.660354564531405	-0.03039445812073227	0.24391905341731088	1.6496219585537644	0.18713129618681623	0.6342376052385407	2.9117422342376056	1.4558711171188028	9.818351866471113	0.10224374279747728	0.3712322702848892	0.009900990099009901	0.009900990099009901
strict_double_cold	704	508	209	277	1.3211949014745097	1.1415197400274593	1.624194179666807	0.019671330824379996	0.2838818384732938	1.5895174882080334	0.168807571306448	0.6448863636363636	2.9117422305397724	1.4558711152698862	9.257297364778056	0.09613406024408944	0.4417449443739869	0.009900990099009901	0.009900990099009901
