source	pkd	density
ChEMBL37	0	0
ChEMBL37	0.0273972602739726	0
ChEMBL37	0.0547945205479452	0
ChEMBL37	0.0821917808219178	0
ChEMBL37	0.10958904109589	0
ChEMBL37	0.136986301369863	0
ChEMBL37	0.164383561643836	0
ChEMBL37	0.191780821917808	6.74094320040923e-18
ChEMBL37	0.219178082191781	3.6718366570753e-18
ChEMBL37	0.246575342465753	0
ChEMBL37	0.273972602739726	0
ChEMBL37	0.301369863013699	0
ChEMBL37	0.328767123287671	0
ChEMBL37	0.356164383561644	0
ChEMBL37	0.383561643835616	0
ChEMBL37	0.410958904109589	0
ChEMBL37	0.438356164383562	0
ChEMBL37	0.465753424657534	0
ChEMBL37	0.493150684931507	0
ChEMBL37	0.520547945205479	2.11647761561333e-18
ChEMBL37	0.547945205479452	4.36917653437627e-18
ChEMBL37	0.575342465753425	2.98050935681451e-18
ChEMBL37	0.602739726027397	7.57524471151007e-18
ChEMBL37	0.63013698630137	3.31564528444637e-17
ChEMBL37	0.657534246575342	9.11602967713446e-17
ChEMBL37	0.684931506849315	2.66195946076269e-16
ChEMBL37	0.712328767123288	7.87922863022481e-16
ChEMBL37	0.73972602739726	2.45331614050221e-15
ChEMBL37	0.767123287671233	7.64010446722239e-15
ChEMBL37	0.794520547945206	2.29087669135463e-14
ChEMBL37	0.821917808219178	6.64266880667725e-14
ChEMBL37	0.849315068493151	1.86320921266315e-13
ChEMBL37	0.876712328767123	5.05372899335423e-13
ChEMBL37	0.904109589041096	1.32515982949365e-12
ChEMBL37	0.931506849315068	3.35788503641823e-12
ChEMBL37	0.958904109589041	8.21853820108519e-12
ChEMBL37	0.986301369863014	1.94183213595581e-11
ChEMBL37	1.01369863013699	4.57854051508277e-11
ChEMBL37	1.04109589041096	1.1047794178928e-10
ChEMBL37	1.06849315068493	2.58659868634547e-10
ChEMBL37	1.0958904109589	5.87687225939708e-10
ChEMBL37	1.12328767123288	1.29599983255449e-09
ChEMBL37	1.15068493150685	2.77463994922767e-09
ChEMBL37	1.17808219178082	5.76874241682147e-09
ChEMBL37	1.20547945205479	1.16517715079735e-08
ChEMBL37	1.23287671232877	2.28739848179648e-08
ChEMBL37	1.26027397260274	4.36695160019479e-08
ChEMBL37	1.28767123287671	8.11332856267883e-08
ChEMBL37	1.31506849315068	1.49379623010633e-07
ChEMBL37	1.34246575342466	2.7369390515039e-07
ChEMBL37	1.36986301369863	4.87825102845105e-07
ChEMBL37	1.3972602739726	8.46216485219139e-07
ChEMBL37	1.42465753424658	1.42933624495835e-06
ChEMBL37	1.45205479452055	2.35214515735245e-06
ChEMBL37	1.47945205479452	3.77341261905279e-06
ChEMBL37	1.50684931506849	5.90511303505235e-06
ChEMBL37	1.53424657534247	9.0207841026433e-06
ChEMBL37	1.56164383561644	1.34613941151823e-05
ChEMBL37	1.58904109589041	1.96369808778203e-05
ChEMBL37	1.61643835616438	2.81782036323313e-05
ChEMBL37	1.64383561643836	3.97189481289809e-05
ChEMBL37	1.67123287671233	5.46772500559243e-05
ChEMBL37	1.6986301369863	7.35639455326065e-05
ChEMBL37	1.72602739726027	9.68088684360027e-05
ChEMBL37	1.75342465753425	0.000124713912151567
ChEMBL37	1.78082191780822	0.000157411469562621
ChEMBL37	1.80821917808219	0.000194834521212016
ChEMBL37	1.83561643835616	0.000236704294749192
ChEMBL37	1.86301369863014	0.000282540380535299
ChEMBL37	1.89041095890411	0.000331696474216352
ChEMBL37	1.91780821917808	0.000383525968226609
ChEMBL37	1.94520547945205	0.000437129356293599
ChEMBL37	1.97260273972603	0.000491802376707034
ChEMBL37	2	0.000547232170621371
ChEMBL37	2.02739726027397	0.000603457763666537
ChEMBL37	2.05479452054795	0.000660930373223951
ChEMBL37	2.08219178082192	0.00072053841986376
ChEMBL37	2.10958904109589	0.000783592179884982
ChEMBL37	2.13698630136986	0.000851766092698384
ChEMBL37	2.16438356164384	0.000927000099244368
ChEMBL37	2.19178082191781	0.00101136494570056
