source	stratum	model_id	estimate	low	high	scheme	model_label_plot	stratum_plot
BioLiP/MOAD	drug_cold	hgb_molecule	0.464082935929957	0.278815112139804	0.64935075972011	SE envelope	HGB ligand	Ligand cold
BioLiP/MOAD	drug_cold	hgb_protein	0.409689749246288	0.146298539583953	0.673080958908622	SE envelope	HGB protein	Ligand cold
BioLiP/MOAD	drug_cold	hgb_fusion_additive	0.564616838998667	0.32396248662321	0.805271191374123	SE envelope	HGB additive	Ligand cold
BioLiP/MOAD	drug_cold	hgb_fusion_interaction	0.526134332152421	0.278662320187476	0.773606344117366	SE envelope	HGB interaction	Ligand cold
BioLiP/MOAD	drug_cold	phase15_esm2_aft_frozen	0.617551221027469	0.402643146364251	0.832459295690687	SE envelope	Frozen ESM2-AFT	Ligand cold
BioLiP/MOAD	protein_identity_cold	hgb_molecule	0.237108655164313	0.0982633474568742	0.375953962871751	SE envelope	HGB ligand	Target cold
BioLiP/MOAD	protein_identity_cold	hgb_protein	0.081562531585904	-0.131897091671024	0.295022154842831	SE envelope	HGB protein	Target cold
BioLiP/MOAD	protein_identity_cold	hgb_fusion_additive	0.2454868510628	0.0587048345668023	0.432268867558797	SE envelope	HGB additive	Target cold
BioLiP/MOAD	protein_identity_cold	hgb_fusion_interaction	0.291163885271159	0.109713357953095	0.472614412589222	SE envelope	HGB interaction	Target cold
BioLiP/MOAD	protein_identity_cold	phase15_esm2_aft_frozen	0.128141614874596	-0.0406356662102225	0.296918895959415	SE envelope	Frozen ESM2-AFT	Target cold
BioLiP/MOAD	strict_scaffold_protein_identity_double_cold	hgb_molecule	0.387639662185052	0.274761956871431	0.500517367498672	SE envelope	HGB ligand	Double cold
BioLiP/MOAD	strict_scaffold_protein_identity_double_cold	hgb_protein	-0.0292989379396784	-0.195555187376781	0.136957311497424	SE envelope	HGB protein	Double cold
BioLiP/MOAD	strict_scaffold_protein_identity_double_cold	hgb_fusion_additive	0.234040395599365	0.0816294266932042	0.386451364505526	SE envelope	HGB additive	Double cold
BioLiP/MOAD	strict_scaffold_protein_identity_double_cold	hgb_fusion_interaction	0.24557706422415	0.100727642120691	0.39042648632761	SE envelope	HGB interaction	Double cold
BioLiP/MOAD	strict_scaffold_protein_identity_double_cold	phase15_esm2_aft_frozen	0.283908989131822	0.105403806988899	0.462414171274746	SE envelope	Frozen ESM2-AFT	Double cold
ChEMBL37	overall	hgb_molecule	0.15669558518856	0.049777980564303	0.263613189812817	SE envelope	HGB ligand	Overall
ChEMBL37	overall	hgb_protein	0.118251360719027	0.038106346257375	0.198396375180679	SE envelope	HGB protein	Overall
ChEMBL37	overall	hgb_fusion_additive	0.21523142484583	0.113846006253083	0.316616843438577	SE envelope	HGB additive	Overall
ChEMBL37	overall	hgb_fusion_interaction	0.206229166135601	0.0924022039070797	0.320056128364123	SE envelope	HGB interaction	Overall
ChEMBL37	overall	phase15_esm2_aft_frozen	0.205985660203322	0.102180181025781	0.309791139380863	SE envelope	Frozen ESM2-AFT	Overall
ChEMBL37	drug_cold	hgb_molecule	0.196007377202472	0.0957166488583314	0.296298105546613	SE envelope	HGB ligand	Ligand cold
ChEMBL37	drug_cold	hgb_protein	0.242626911129357	0.0819229338360803	0.403330888422633	SE envelope	HGB protein	Ligand cold
ChEMBL37	drug_cold	hgb_fusion_additive	0.308712294957789	0.186504902980512	0.430919686935066	SE envelope	HGB additive	Ligand cold
ChEMBL37	drug_cold	hgb_fusion_interaction	0.300813474322629	0.167752868649692	0.433874079995565	SE envelope	HGB interaction	Ligand cold
ChEMBL37	drug_cold	phase15_esm2_aft_frozen	0.263358988054878	0.143301264967559	0.383416711142198	SE envelope	Frozen ESM2-AFT	Ligand cold
ChEMBL37	protein_identity_cold	hgb_molecule	0.222173037557201	-0.0538110722661304	0.498157147380533	SE envelope	HGB ligand	Target cold
ChEMBL37	protein_identity_cold	hgb_protein	0.105756421347209	-0.00424128259962728	0.215754125294046	SE envelope	HGB protein	Target cold
